StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q16,Q12,Q13,Q14
2020-09-16 09:32:25,2020-09-16 09:35:48,IP Address,201.170.95.37,100,202,True,2020-09-16 09:35:48,R_2drRBvry88j5Xhp,,,,,32.2808074951171875,-116.67530059814453125,anonymous,EN,Somewhat disagree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Disagree,Agree,"Reducing carbon footprint
Saving money",Nothing,38,Male,Master's Degree,"$40,000 - 80,000",Urban,No,,,No
2020-09-16 10:19:21,2020-09-16 10:21:11,IP Address,99.127.216.34,100,110,True,2020-09-16 10:21:12,R_1NELwu7jj6YecZX,,,,,41.8502044677734375,-87.6735992431640625,anonymous,EN,Strongly Disagree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,,,49,Male,Master's Degree,"$200,000 - $300,000",Urban,Yes,IL,Chicago,No
2020-09-16 10:49:40,2020-09-16 10:52:09,IP Address,35.141.124.232,100,149,True,2020-09-16 10:52:09,R_2t3tepFJlXbpqqC,,,,,28.49859619140625,-81.53530120849609375,anonymous,EN,Somewhat agree,Somewhat agree,Disagree,Strongly agree,Agree,Neither agree nor disagree,Neither agree nor disagree,SaveS money on gas,Awareness of its benefits,45,Male,Master's Degree,"Less than $40,000",Suburban,Yes,FLorida,Orlando,No
2020-09-16 13:24:26,2020-09-16 13:26:02,IP Address,76.226.92.244,100,96,True,2020-09-16 13:26:02,R_3s0s9QVlRVy7zTv,,,,,34.110992431640625,-84.30249786376953125,anonymous,EN,Strongly Disagree,Agree,Strongly agree,Agree,Agree,Somewhat disagree,Neither agree nor disagree,Low carbon. No oil change,Lower price,30,Male,Master's Degree,"More than $300,000",Urban,Yes,GA,Atlanta,No
2020-09-16 19:17:39,2020-09-16 19:19:10,IP Address,174.221.6.87,100,90,True,2020-09-16 19:19:10,R_3nIVOGF1sI3wv4I,,,,,41.9459991455078125,-87.70330047607421875,anonymous,EN,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,"The technology ",Low pricing,28,Male,Bachelor's Degree,"$80,000 - 120,000",Suburban,Yes,"Illinois ","Naperville ",No
2020-09-16 19:16:59,2020-09-16 19:19:38,IP Address,73.93.90.24,100,159,True,2020-09-16 19:19:38,R_3OTTbBm1y6mOWyZ,,,,,37.777099609375,-122.40599822998046875,anonymous,EN,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly agree,"That they will reduce my carbon footprint. ","The prices are still somewhat prohibitive. ",42,Female,Bachelor's Degree,"$80,000 - 120,000",Urban,Yes,California,San Francisco,No
2020-09-16 19:34:09,2020-09-16 19:36:38,IP Address,24.175.73.168,100,149,True,2020-09-16 19:36:39,R_3lX5kv6M9wppPUp,,,,,29.722900390625,-98.0742034912109375,anonymous,EN,Strongly Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Carbon foot print,Competent market,34,Male,Master's Degree,"$40,000 - 80,000",Suburban,Yes,Texas,New Braunfels,Yes
2020-09-16 19:35:16,2020-09-16 19:38:08,IP Address,165.204.53.104,100,172,True,2020-09-16 19:38:09,R_1n0nAKwQZHofCt8,,,,,37.373992919921875,-121.8594970703125,anonymous,EN,Disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,"Innovation, performance, and environmental footprint","More choices, brands and cost",50,Male,Bachelor's Degree,"More than $300,000",Urban,Yes,California,San Francisco,No
2020-09-16 21:30:02,2020-09-16 21:31:47,IP Address,74.88.160.21,100,104,True,2020-09-16 21:31:47,R_5t0hMYgafPOoNot,,,,,40.6865997314453125,-73.51239776611328125,anonymous,EN,Strongly Disagree,,Neither agree nor disagree,,Strongly agree,Strongly agree,Neither agree nor disagree,Environmental impact,Affordability,40,Male,Master's Degree,,Suburban,Yes,"New York ",,No
2020-09-17 07:18:55,2020-09-17 07:20:23,IP Address,99.82.226.78,100,87,True,2020-09-17 07:20:24,R_2dLtUByCnpMq1CH,,,,,33.5471954345703125,-117.6237945556640625,anonymous,EN,Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Fuel savings,"Range, distance.",42,Male,Master's Degree,"$80,000 - 120,000",Suburban,Yes,CA,Irvine,No
2020-09-17 13:31:46,2020-09-17 13:36:05,IP Address,79.255.162.64,100,259,True,2020-09-17 13:36:06,R_2QXxsNDlyiImWni,,,,,52.682098388671875,13.59649658203125,anonymous,EN,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat agree,eco-friendly,"re-charging infrastructure, quick charge",43,Male,Master's Degree,"$40,000 - 80,000",Suburban,No,Germany,Bernau,No
2020-09-17 16:56:30,2020-09-17 16:59:16,IP Address,107.77.225.70,100,166,True,2020-09-17 16:59:16,R_28YxeSPJCZYeDvH,,,,,40.7960968017578125,-73.95130157470703125,anonymous,EN,Somewhat disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,"Top edge technology features ",Charging stations . Takes a long time to charge ..,38,Male,Master's Degree,"$80,000 - 120,000",Urban,Yes,New York,New York,No
2020-09-17 18:27:40,2020-09-17 18:30:18,IP Address,71.173.157.89,100,157,True,2020-09-17 18:30:18,R_2BfHzdtAKLFeC0B,,,,,40.2615966796875,-76.64679718017578125,anonymous,EN,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,I have no interest in electric cars,Engine sound,46,Male,Doctorate Degree,,Suburban,Yes,Pennsylvania,Harrisburg,No
2020-09-17 18:49:16,2020-09-17 18:50:21,IP Address,107.1.159.106,100,64,True,2020-09-17 18:50:21,R_1ONq8Qbc3qIpIkq,,,,,41.9214935302734375,-87.64459991455078125,anonymous,EN,Disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,Disagree,Disagree,,,30,Male,Master's Degree,"$80,000 - 120,000",Urban,Yes,Illinois,Chicago,No
2020-09-17 19:18:21,2020-09-17 19:20:17,IP Address,174.196.204.233,100,115,True,2020-09-17 19:20:17,R_3HjnS9xsB9cKAvA,,,,,42.34979248046875,-71.07649993896484375,anonymous,EN,Somewhat disagree,Somewhat disagree,Strongly Disagree,Agree,Somewhat disagree,Neither agree nor disagree,Disagree,no carbon footprint,"charging time and availability of  superchargers ",33,Male,Doctorate Degree,,Urban,Yes,ma,cambridge,No
2020-09-17 19:26:07,2020-09-17 19:27:05,IP Address,99.203.83.170,100,58,True,2020-09-17 19:27:06,R_2tgvnwlLQnhCy3m,,,,,39.738800048828125,-104.9868011474609375,anonymous,EN,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Agree,Somewhat agree,Disagree,,,28,Male,Bachelor's Degree,"$160,000 - $200,000",Suburban,Yes,CO,,No
2020-09-17 19:29:12,2020-09-17 19:30:15,IP Address,73.211.192.80,100,62,True,2020-09-17 19:30:15,R_3Jk1PwYkyOBzzbX,,,,,42.36669921875,-88.092498779296875,anonymous,EN,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,,,31,Male,Master's Degree,"$80,000 - 120,000",Suburban,Yes,Illinois,Mchenry,No
2020-09-17 19:30:32,2020-09-17 19:31:44,IP Address,98.32.213.83,100,71,True,2020-09-17 19:31:44,R_12yiNdnaWN9ISZd,,,,,41.9208984375,-87.7042999267578125,anonymous,EN,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,"Not having to pay for gas. More specialized repairs. ","Barrier of entry ",28,Male,Bachelor's Degree,"$40,000 - 80,000",Urban,Yes,IL,Chicago,No
2020-09-17 19:29:19,2020-09-17 19:32:33,IP Address,73.45.90.141,100,193,True,2020-09-17 19:32:33,R_1MLGO92lGNNLTS5,,,,,42.2299041748046875,-87.84259796142578125,anonymous,EN,Disagree,Agree,Disagree,Strongly agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Next-gen features and functionality,I lack the knowledge to answer this effectively,28,Male,High School Diploma of GED,,Suburban,Yes,IL,Lake Forest,No
2020-09-17 19:26:30,2020-09-17 19:33:40,IP Address,73.22.239.102,100,430,True,2020-09-17 19:33:40,R_2w65g7G1BIgBpuV,,,,,41.83880615234375,-87.78910064697265625,anonymous,EN,Somewhat disagree,Agree,Disagree,Agree,Somewhat agree,Strongly agree,Strongly Disagree,"Primarily the technology and performance aspects are the most intriguing. ","I suppose more availability of super charging stations. I know they’re becoming more common but they need a lot more universal adoption. The car’s themselves have come a long way in the last decade or so. ",25,Male,Bachelor's Degree,"$40,000 - 80,000",Suburban,Yes,"Illinois ","Brookfield ",No
2020-09-17 19:32:33,2020-09-17 19:34:27,IP Address,72.83.1.186,100,114,True,2020-09-17 19:34:28,R_32WxTGZGFY9QkF3,,,,,38.886505126953125,-77.09110260009765625,anonymous,EN,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Agree,"Cost of ownership is lower (no gas, less maintenance), environment/carbon footprint concerns ","Charge time could be faster for long trips ",31,Male,Doctorate Degree,"$200,000 - $300,000",Urban,Yes,"Virginia ","Arlington ",Yes
2020-09-17 19:33:32,2020-09-17 19:36:32,IP Address,67.173.184.153,100,179,True,2020-09-17 19:36:32,R_31o3utLtaUFE6gk,,,,,41.9459991455078125,-87.70330047607421875,anonymous,EN,Disagree,Agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Destroying the fossil fuel industry,Charging stations and affordability,28,Male,Some College,"$40,000 - 80,000",Urban,Yes,Illinois,Chicago,No
2020-09-17 19:36:34,2020-09-17 19:38:31,IP Address,73.209.172.84,100,116,True,2020-09-17 19:38:31,R_2z6BTMIN7KYvbKn,,,,,41.94500732421875,-87.79959869384765625,anonymous,EN,Disagree,Somewhat disagree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,,,32,Male,Bachelor's Degree,"$160,000 - $200,000",Urban,Yes,Illinois,Chicago,No
2020-09-17 19:36:53,2020-09-17 19:39:05,IP Address,198.54.105.158,100,132,True,2020-09-17 19:39:05,R_27Q1W6dZ2U0w5xN,,,,,41.8972015380859375,-87.619598388671875,anonymous,EN,Disagree,Agree,Disagree,Somewhat agree,Agree,Agree,Disagree,,Charging stations,28,Male,Bachelor's Degree,"$80,000 - 120,000",Urban,Yes,IL,Chicago,No
2020-09-17 19:27:24,2020-09-17 19:40:50,IP Address,73.13.19.110,100,806,True,2020-09-17 19:40:50,R_3rMWTVTpdWzPCFG,,,,,39.9485931396484375,-75.2339019775390625,anonymous,EN,Somewhat disagree,Agree,Agree,Somewhat agree,Agree,Strongly Disagree,Neither agree nor disagree,Primarily carbon footprint,,30,Male,Bachelor's Degree,"$120,000 - $160,000",Urban,Yes,PA,Philadelphia,No
2020-09-17 19:41:22,2020-09-17 19:44:40,IP Address,67.176.155.41,100,197,True,2020-09-17 19:44:40,R_3F1W6ZsQBHpc4nm,,,,,41.850006103515625,-87.71649932861328125,anonymous,EN,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,Neither agree nor disagree,31,"The overall safety of the vehicles, road side assistance or basic knowledge of the vehicle to fix certain things. ",31,Male,Associate Degree,"Less than $40,000",Urban,Yes,Il,Chicago,No
2020-09-17 19:43:44,2020-09-17 19:45:14,IP Address,172.58.143.110,100,89,True,2020-09-17 19:45:14,R_OrLzWp59VnuGKSR,,,,,41.7696990966796875,-87.6985015869140625,anonymous,EN,Disagree,Disagree,Disagree,Disagree,Somewhat agree,Disagree,Neither agree nor disagree,Features,Practical Features,26,Male,Master's Degree,"$40,000 - 80,000",Urban,Yes,Illinois,Chicago,No
2020-09-17 19:42:31,2020-09-17 19:45:32,IP Address,73.74.205.165,100,180,True,2020-09-17 19:45:32,R_3QRdkHhOcx0jvdU,,,,,41.698394775390625,-88.08249664306640625,anonymous,EN,Disagree,Agree,Somewhat agree,Agree,Somewhat agree,Strongly Disagree,Disagree,Not having to pay for gas. Better for the planet,Affordable pricing,29,Male,Some College,"Less than $40,000",Suburban,Yes,Illinois,Bolingbrook,No
2020-09-17 19:44:45,2020-09-17 19:47:55,IP Address,73.209.29.197,100,190,True,2020-09-17 19:47:56,R_24osfJOj32WIbDQ,,,,,41.97039794921875,-87.7035980224609375,anonymous,EN,Somewhat agree,Strongly agree,Somewhat disagree,Agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,"Quieter, more cost-efficient, future-proof",Battery technology needs to improve (I think) for reduced emissions to offset increased carbon footprint during production,31,Male,Bachelor's Degree,"$200,000 - $300,000",Urban,Yes,Illinois,Chicago,No
2020-09-17 19:49:31,2020-09-17 19:59:15,IP Address,98.253.37.85,100,584,True,2020-09-17 19:59:16,R_OOkUxiwOV8AsVc5,,,,,42.0753936767578125,-87.82219696044921875,anonymous,EN,Disagree,Agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,"Style and performance of some of the high end luxury EV’s is just outstanding. I don’t drive a lot of miles these days, so a 50-100 mile range is sufficient for the average day. Anything that can be done to offset carbon emissions in the long run has got my support, although we may have run out of time on the ‘long run’ already","Range and style on brands that aren’t considered luxury. For instance, the affordable options for Tesla are bare bone stock, and quickly become expensive. Then look at a Chevy volt, it’s just goddam ugly. Research needs to be performed on more fossil fuel alternatives.  the government needs to provide more incentive for automotive industry’s move in this direction",31,Male,Some College,"$160,000 - $200,000",Suburban,Yes,Illinois,Chicago,No
2020-09-17 19:58:01,2020-09-17 19:59:37,IP Address,174.51.113.192,100,96,True,2020-09-17 19:59:37,R_30qv7oFD0SEqJCS,,,,,39.5406951904296875,-104.97080230712890625,anonymous,EN,Strongly Disagree,Agree,Strongly agree,Agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,"Acceleration, no oil changes, low maintenance.  ","Diversity of quality EV's that aren't Tesla.  also, charging stations",32,Male,Bachelor's Degree,"$160,000 - $200,000",Suburban,Yes,Colorado,Highlands Ranch,No
2020-09-17 20:04:19,2020-09-17 20:05:56,IP Address,174.221.6.142,100,96,True,2020-09-17 20:05:56,R_1PXH5U8aJK6RVbP,,,,,41.9459991455078125,-87.70330047607421875,anonymous,EN,Somewhat disagree,Disagree,Strongly Disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,,29,Male,Some College,,Rural,Yes,Illinois,Chicago,Yes
2020-09-17 20:07:21,2020-09-17 20:10:55,IP Address,71.239.45.77,100,213,True,2020-09-17 20:10:55,R_1PTpwigzUsmN2ST,,,,,41.97039794921875,-87.7035980224609375,anonymous,EN,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,"They’re so quiet pedestrians will never hear you coming.  ","A gas tank.  ",35,Male,Master's Degree,"$40,000 - 80,000",Urban,Yes,Il,Chicago,No
2020-09-17 20:17:59,2020-09-17 20:22:02,IP Address,24.183.91.124,100,242,True,2020-09-17 20:22:02,R_30wYo9OoIDeu7l1,,,,,43.06280517578125,-89.31710052490234375,anonymous,EN,Strongly Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,"It's a modern taste in terms of style and conciousness. ",It's not an option for many low-income renters. How can you charge your car at home when you park in an open lot with dozens of others?,31,Male,Bachelor's Degree,"$40,000 - 80,000",Suburban,Yes,Wisconsin,Monona/Madison,No
2020-09-17 20:12:57,2020-09-17 20:23:24,IP Address,24.57.182.67,100,626,True,2020-09-17 20:23:24,R_21hcV7DIxG58LAP,,,,,42.30279541015625,-83.0345001220703125,anonymous,EN,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,"Power and miles per charge ",Sometimes power and fancy interior options (Chevy Volt - EW),31,Female,Bachelor's Degree,"More than $300,000",Suburban,No,"Ontario, Canada","Windsor ",No
2020-09-17 20:22:03,2020-09-17 20:26:40,IP Address,198.54.108.230,100,276,True,2020-09-17 20:26:40,R_27USgwSHbQpSnSH,,,,,41.871002197265625,-87.62889862060546875,anonymous,EN,Somewhat agree,Somewhat disagree,Disagree,Strongly agree,Disagree,Somewhat agree,Disagree,"Acceleration, no need to purchase gas.","Charging infrastructure, charge times.",30,Male,Doctorate Degree,,Urban,Yes,Illinois,Chicago,No
2020-09-17 19:56:51,2020-09-17 20:27:27,IP Address,67.173.184.153,100,1836,True,2020-09-17 20:27:27,R_1Fh2y3fjO4nxviV,,,,,41.9459991455078125,-87.70330047607421875,anonymous,EN,Strongly Disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Strongly Disagree,Neither agree nor disagree,Tesla,"The accessibility of charging stations throughout the United States and the price range of the cars available. ",27,Female,Some College,"Less than $40,000",Urban,Yes,Illinois,Chicago,No
2020-09-17 20:32:54,2020-09-17 20:35:58,IP Address,108.212.96.49,100,183,True,2020-09-17 20:35:58,R_sik1dbGXTJm7vWx,,,,,41.7996063232421875,-88.00659942626953125,anonymous,EN,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,I hate getting gas.,"Not necessarily that something is lacking but I live in an apartment complex with a surface parking lot and there are no charging stations. I don't know that I could have an electric car while living at this apartment. Or if I did it would be an inconvenience to charge. ",31,Female,Bachelor's Degree,"$160,000 - $200,000",Suburban,Yes,IL,Downers Grove,No
2020-09-17 20:41:06,2020-09-17 20:42:57,IP Address,172.58.140.123,100,111,True,2020-09-17 20:42:57,R_C8olbodexJCZzZ7,,,,,41.7696990966796875,-87.6985015869140625,anonymous,EN,Strongly Disagree,Somewhat agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Disagree,"Environmental safety, quality, backup reserve of gas. ","Affordability, accessible charging stations, ",27,Male,Associate Degree,"$80,000 - 120,000",Urban,Yes,Illinois,"Chicago ",No
2020-09-17 20:49:21,2020-09-17 20:55:20,IP Address,73.246.28.143,100,358,True,2020-09-17 20:55:20,R_3LhZHRwubzp5Av6,,,,,41.9208984375,-87.7042999267578125,anonymous,EN,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,"Theyre the car of the future and they are quiet ",ability to work in the cold,27,Male,Bachelor's Degree,"$40,000 - 80,000",Urban,Yes,"Illinois ","Chicago ",No
2020-09-17 21:02:09,2020-09-17 21:03:42,IP Address,24.1.145.17,100,92,True,2020-09-17 21:03:42,R_BX6QeLrr8Bx4iul,,,,,41.8972015380859375,-87.619598388671875,anonymous,EN,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,,"Accessibility to a charger (if you live in the city/street parking) ",27,Female,Bachelor's Degree,"$80,000 - 120,000",Urban,Yes,IL,"Chicago ",No
2020-09-17 21:10:50,2020-09-17 21:13:14,IP Address,99.203.75.95,100,144,True,2020-09-17 21:13:14,R_2CxrDlbZQg29lQN,,,,,33.9575958251953125,-118.266998291015625,anonymous,EN,Somewhat disagree,Strongly Disagree,Strongly agree,Strongly agree,Agree,Agree,Neither agree nor disagree,"Reducing carbon footprint 
Lower gas costs 
","Price point.
Electric cars for SUVs and 4x4s
Charging stations and battery life need improvement ",34,Male,Bachelor's Degree,"$160,000 - $200,000",Urban,Yes,CA,Los Angeles,No
2020-09-17 21:12:46,2020-09-17 21:17:05,IP Address,73.50.70.181,100,259,True,2020-09-17 21:17:05,R_33fGa5YYabtFiuM,,,,,41.9208984375,-87.7042999267578125,anonymous,EN,Somewhat disagree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Disagree,Carbon footprint and Brand (Tesla),Bang for your buck. Either you drop 20k and get an electric Honda ... or 60-80k and get a Tesla,39,Male,Bachelor's Degree,"$80,000 - 120,000",Urban,Yes,Il,Chicago,No
2020-09-17 21:22:00,2020-09-17 21:23:30,IP Address,99.203.78.78,100,89,True,2020-09-17 21:23:30,R_3kn0xWLUjNO8xih,,,,,41.8986053466796875,-87.73799896240234375,anonymous,EN,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,,,38,Male,Bachelor's Degree,"$120,000 - $160,000",Suburban,Yes,"Illinois ","Riverside ",No
2020-09-17 21:51:10,2020-09-17 21:52:35,IP Address,73.51.254.162,100,84,True,2020-09-17 21:52:35,R_2PvaQiTRYS6nCVP,,,,,41.902496337890625,-87.67259979248046875,anonymous,EN,Agree,Somewhat disagree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,"Saving money on gas, good for the environment ","Bad for road trips, lack of charging stations",30,Female,Master's Degree,"$120,000 - $160,000",Urban,Yes,IL,Chicago,No
2020-09-17 21:56:17,2020-09-17 21:57:48,IP Address,24.12.215.168,100,91,True,2020-09-17 21:57:48,R_SC4DRQQZgQcNct3,,,,,42.0341949462890625,-87.75679779052734375,anonymous,EN,Disagree,Agree,Agree,Somewhat agree,Somewhat agree,Disagree,Neither agree nor disagree,,,31,Female,Bachelor's Degree,"$40,000 - 80,000",Suburban,Yes,"Illinois ",Skokie,No
2020-09-17 21:58:42,2020-09-17 22:01:32,IP Address,98.32.179.178,100,170,True,2020-09-17 22:01:32,R_2tnaoUsQrN6tn2q,,,,,41.9741058349609375,-87.86209869384765625,anonymous,EN,Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,"Technology (adaptive cc, remote functions, integration) ","Infrastructure to quickly charge on long trips. ",32,Male,Associate Degree,"$80,000 - 120,000",Urban,Yes,Illinois,"Chicago ",No
2020-09-17 22:25:24,2020-09-17 22:28:05,IP Address,104.33.214.11,100,161,True,2020-09-17 22:28:06,R_31LAT0GeOzZXPe4,,,,,34.1553955078125,-118.595703125,anonymous,EN,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,"Less of a carbon footprint and efficiency ","Storage space ",33,Male,Master's Degree,,Suburban,Yes,"California ","Los Angeles ",No
2020-09-17 22:29:38,2020-09-17 22:32:37,IP Address,107.77.214.6,100,179,True,2020-09-17 22:32:38,R_3hliL58lmme8T6j,,,,,37.9647979736328125,-121.7700042724609375,anonymous,EN,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,"Lack of gas needs, and environmental concerns","Long distance range, somewhat the charging but less so now than ever",35,Male,Master's Degree,"$120,000 - $160,000",Urban,Yes,CA,San Francisco,No
2020-09-17 23:16:21,2020-09-17 23:18:21,IP Address,50.235.229.34,100,119,True,2020-09-17 23:18:21,R_2pVom7k1NUhTkOa,,,,,41.8957061767578125,-87.9434967041015625,anonymous,EN,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly Disagree,Neither agree nor disagree,"The torque ",Style,28,Male,Associate Degree,"$40,000 - 80,000",Suburban,Yes,IL,Chicago,No
2020-09-17 23:16:44,2020-09-17 23:21:43,IP Address,98.222.223.121,100,298,True,2020-09-17 23:21:43,R_3DgSugY9gqudpOV,,,,,42.313995361328125,-88.99700164794921875,anonymous,EN,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,"carbon footprint reduction
promoting our future","lack of infrastructure and charging stations + extra household costs.
style",34,Female,Bachelor's Degree,"$40,000 - 80,000",Suburban,Yes,IL,rockford,No
2020-09-17 23:50:58,2020-09-17 23:52:23,IP Address,76.29.22.191,100,84,True,2020-09-17 23:52:23,R_3mz6V6WmzySbxTj,,,,,42.03070068359375,-87.810699462890625,anonymous,EN,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,,,32,Male,Associate Degree,"$80,000 - 120,000",Suburban,Yes,Illinois,"Lincolnwood ",No
2020-09-18 00:22:17,2020-09-18 00:27:58,IP Address,122.2.110.106,100,340,True,2020-09-18 00:27:59,R_3flSuQLpa8pFg06,,,,,14.601898193359375,120.989593505859375,anonymous,EN,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,lower cost of maintenance,variety of models,30,Female,Bachelor's Degree,"$160,000 - $200,000",Urban,Yes,Illinois,Chicago,No
2020-09-18 01:51:14,2020-09-18 01:55:11,IP Address,73.168.16.9,100,237,True,2020-09-18 01:55:11,R_32QGMl4dZXxIioI,,,,,42.046905517578125,-88.1051025390625,anonymous,EN,Somewhat disagree,Agree,Neither agree nor disagree,Disagree,Somewhat agree,Disagree,Disagree,,,28,Male,Some College,"$40,000 - 80,000",Suburban,Yes,"Illinois ","Chicago ",No
2020-09-18 03:49:40,2020-09-18 03:52:54,IP Address,98.228.197.230,100,193,True,2020-09-18 03:52:54,R_s68WRPA7YlfoZ5T,,,,,42.03070068359375,-87.810699462890625,anonymous,EN,Strongly Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,"Not having to purchase gas every other week. ",I still feel the prices are out of my budget,32,Male,Bachelor's Degree,"Less than $40,000",Suburban,Yes,"Illinois ","Morton grove ",No
2020-09-18 05:47:29,2020-09-18 05:50:00,IP Address,73.210.152.36,100,151,True,2020-09-18 05:50:00,R_1f9nQJqUIAwPBip,,,,,41.975494384765625,-88.087799072265625,anonymous,EN,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,"Getting 300 miles to the gallon with a a charge. ",The price is still a lot and it’s not widely available. Only a few models have electric cars,30,Female,Bachelor's Degree,"$160,000 - $200,000",Suburban,Yes,Il,"Chicago ",No
2020-09-18 06:26:54,2020-09-18 06:28:46,IP Address,73.51.24.116,100,112,True,2020-09-18 06:28:46,R_1jHetniSQ21NfxR,,,,,41.902496337890625,-87.67259979248046875,anonymous,EN,Somewhat agree,Somewhat agree,Disagree,Disagree,Strongly agree,Somewhat agree,Strongly agree,Less pollution,Need more variety in style,29,Female,Bachelor's Degree,"$40,000 - 80,000",Urban,Yes,"Illinois ",Chicago,No
2020-09-18 06:56:21,2020-09-18 06:59:35,IP Address,45.22.123.107,100,194,True,2020-09-18 06:59:35,R_3dWgwxIYW0LWTrs,,,,,41.9031982421875,-87.63829803466796875,anonymous,EN,Somewhat disagree,Somewhat agree,Strongly agree,Agree,Strongly agree,Strongly Disagree,Strongly agree,The distance the car can travel prior to refill and the aesthetics of the interior. Tesla is my number one for it's clean look and long lasting battery.,"I think the main thing lacking is the number of refill spots along interstates. The cars may be able to travel a long distance, but if there are no refill spots in between it can keep someone from traveling too far.",29,Male,Bachelor's Degree,"$120,000 - $160,000",Urban,Yes,IL,Chicago,No
2020-09-18 07:16:00,2020-09-18 07:18:21,IP Address,73.36.40.75,100,140,True,2020-09-18 07:18:21,R_xyphYKzFnT5RGbn,,,,,41.8209075927734375,-87.85150146484375,anonymous,EN,Disagree,Neither agree nor disagree,Somewhat agree,Agree,Strongly agree,Strongly Disagree,Disagree,"Better for the environment ","Not sure about the mileage. ",27,Female,Bachelor's Degree,"$40,000 - 80,000",Urban,Yes,Illinois,Chicago,No
