StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q16,Q12,Q13,Q14
9/16/20 13:24,9/16/20 13:26,IP Address,76.226.92.244,100,96,TRUE,9/16/20 13:26,R_3s0s9QVlRVy7zTv,,,,,34.11099243,-84.30249786,anonymous,EN,Strongly Disagree,Agree,Strongly agree,Agree,Agree,Somewhat disagree,Neither agree nor disagree,Low carbon. No oil change,Lower price,30,Male,Master's Degree,"More than $300,000",Urban,Yes,GA,Atlanta,No
9/16/20 19:17,9/16/20 19:19,IP Address,174.221.6.87,100,90,TRUE,9/16/20 19:19,R_3nIVOGF1sI3wv4I,,,,,41.94599915,-87.70330048,anonymous,EN,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,The technology ,Low pricing,28,Male,Bachelor's Degree,"$80,000 - 120,000",Suburban,Yes,Illinois ,Naperville ,No
9/16/20 19:16,9/16/20 19:19,IP Address,73.93.90.24,100,159,TRUE,9/16/20 19:19,R_3OTTbBm1y6mOWyZ,,,,,37.77709961,-122.4059982,anonymous,EN,Somewhat agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly Disagree,Strongly agree,That they will reduce my carbon footprint. ,The prices are still somewhat prohibitive. ,42,Female,Bachelor's Degree,"$80,000 - 120,000",Urban,Yes,California,San Francisco,No
9/16/20 19:34,9/16/20 19:36,IP Address,24.175.73.168,100,149,TRUE,9/16/20 19:36,R_3lX5kv6M9wppPUp,,,,,29.72290039,-98.07420349,anonymous,EN,Strongly Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly Disagree,Neither agree nor disagree,Carbon foot print,Competent market,34,Male,Master's Degree,"$40,000 - 80,000",Suburban,Yes,Texas,New Braunfels,Yes
9/16/20 19:35,9/16/20 19:38,IP Address,165.204.53.104,100,172,TRUE,9/16/20 19:38,R_1n0nAKwQZHofCt8,,,,,37.37399292,-121.8594971,anonymous,EN,Disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,"Innovation, performance, and environmental footprint","More choices, brands and cost",50,Male,Bachelor's Degree,"More than $300,000",Urban,Yes,California,San Francisco,No
9/16/20 21:30,9/16/20 21:31,IP Address,74.88.160.21,100,104,TRUE,9/16/20 21:31,R_5t0hMYgafPOoNot,,,,,40.68659973,-73.51239777,anonymous,EN,Strongly Disagree,,Neither agree nor disagree,,Strongly agree,Strongly agree,Neither agree nor disagree,Environmental impact,Affordability,40,Male,Master's Degree,,Suburban,Yes,New York ,,No
9/17/20 7:18,9/17/20 7:20,IP Address,99.82.226.78,100,87,TRUE,9/17/20 7:20,R_2dLtUByCnpMq1CH,,,,,33.54719543,-117.6237946,anonymous,EN,Disagree,Strongly Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Disagree,Strongly agree,Fuel savings,"Range, distance.",42,Male,Master's Degree,"$80,000 - 120,000",Suburban,Yes,CA,Irvine,No
9/17/20 13:31,9/17/20 13:36,IP Address,79.255.162.64,100,259,TRUE,9/17/20 13:36,R_2QXxsNDlyiImWni,,,,,52.68209839,13.59649658,anonymous,EN,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly Disagree,Somewhat agree,eco-friendly,"re-charging infrastructure, quick charge",43,Male,Master's Degree,"$40,000 - 80,000",Suburban,No,Germany,Bernau,No
9/17/20 16:56,9/17/20 16:59,IP Address,107.77.225.70,100,166,TRUE,9/17/20 16:59,R_28YxeSPJCZYeDvH,,,,,40.7960968,-73.95130157,anonymous,EN,Somewhat disagree,Somewhat agree,Agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Top edge technology features ,Charging stations . Takes a long time to charge ..,38,Male,Master's Degree,"$80,000 - 120,000",Urban,Yes,New York,New York,No
9/17/20 18:27,9/17/20 18:30,IP Address,71.173.157.89,100,157,TRUE,9/17/20 18:30,R_2BfHzdtAKLFeC0B,,,,,40.26159668,-76.64679718,anonymous,EN,Neither agree nor disagree,Strongly Disagree,Strongly Disagree,Somewhat agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,I have no interest in electric cars,Engine sound,46,Male,Doctorate Degree,,Suburban,Yes,Pennsylvania,Harrisburg,No
9/17/20 18:49,9/17/20 18:50,IP Address,107.1.159.106,100,64,TRUE,9/17/20 18:50,R_1ONq8Qbc3qIpIkq,,,,,41.92149353,-87.64459991,anonymous,EN,Disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,Disagree,Disagree,,,30,Male,Master's Degree,"$80,000 - 120,000",Urban,Yes,Illinois,Chicago,No
9/17/20 19:18,9/17/20 19:20,IP Address,174.196.204.233,100,115,TRUE,9/17/20 19:20,R_3HjnS9xsB9cKAvA,,,,,42.34979248,-71.07649994,anonymous,EN,Somewhat disagree,Somewhat disagree,Strongly Disagree,Agree,Somewhat disagree,Neither agree nor disagree,Disagree,no carbon footprint,charging time and availability of  superchargers ,33,Male,Doctorate Degree,,Urban,Yes,ma,cambridge,No
9/17/20 19:26,9/17/20 19:27,IP Address,99.203.83.170,100,58,TRUE,9/17/20 19:27,R_2tgvnwlLQnhCy3m,,,,,39.73880005,-104.9868011,anonymous,EN,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Agree,Somewhat agree,Disagree,,,28,Male,Bachelor's Degree,"$160,000 - $200,000",Suburban,Yes,CO,,No
9/17/20 19:29,9/17/20 19:30,IP Address,73.211.192.80,100,62,TRUE,9/17/20 19:30,R_3Jk1PwYkyOBzzbX,,,,,42.36669922,-88.09249878,anonymous,EN,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,,,31,Male,Master's Degree,"$80,000 - 120,000",Suburban,Yes,Illinois,Mchenry,No
9/17/20 19:30,9/17/20 19:31,IP Address,98.32.213.83,100,71,TRUE,9/17/20 19:31,R_12yiNdnaWN9ISZd,,,,,41.92089844,-87.70429993,anonymous,EN,Strongly Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly Disagree,Strongly Disagree,Neither agree nor disagree,Not having to pay for gas. More specialized repairs. ,Barrier of entry ,28,Male,Bachelor's Degree,"$40,000 - 80,000",Urban,Yes,IL,Chicago,No
9/17/20 19:29,9/17/20 19:32,IP Address,73.45.90.141,100,193,TRUE,9/17/20 19:32,R_1MLGO92lGNNLTS5,,,,,42.22990417,-87.84259796,anonymous,EN,Disagree,Agree,Disagree,Strongly agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,Next-gen features and functionality,I lack the knowledge to answer this effectively,28,Male,High School Diploma of GED,,Suburban,Yes,IL,Lake Forest,No
9/17/20 19:26,9/17/20 19:33,IP Address,73.22.239.102,100,430,TRUE,9/17/20 19:33,R_2w65g7G1BIgBpuV,,,,,41.83880615,-87.78910065,anonymous,EN,Somewhat disagree,Agree,Disagree,Agree,Somewhat agree,Strongly agree,Strongly Disagree,Primarily the technology and performance aspects are the most intriguing. ,I suppose more availability of super charging stations. I know they’re becoming more common but they need a lot more universal adoption. The car’s themselves have come a long way in the last decade or so. ,25,Male,Bachelor's Degree,"$40,000 - 80,000",Suburban,Yes,Illinois ,Brookfield ,No
9/17/20 19:32,9/17/20 19:34,IP Address,72.83.1.186,100,114,TRUE,9/17/20 19:34,R_32WxTGZGFY9QkF3,,,,,38.88650513,-77.0911026,anonymous,EN,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Agree,"Cost of ownership is lower (no gas, less maintenance), environment/carbon footprint concerns ",Charge time could be faster for long trips ,31,Male,Doctorate Degree,"$200,000 - $300,000",Urban,Yes,Virginia ,Arlington ,Yes
9/17/20 19:33,9/17/20 19:36,IP Address,67.173.184.153,100,179,TRUE,9/17/20 19:36,R_31o3utLtaUFE6gk,,,,,41.94599915,-87.70330048,anonymous,EN,Disagree,Agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Destroying the fossil fuel industry,Charging stations and affordability,28,Male,Some College,"$40,000 - 80,000",Urban,Yes,Illinois,Chicago,No
9/17/20 19:36,9/17/20 19:38,IP Address,73.209.172.84,100,116,TRUE,9/17/20 19:38,R_2z6BTMIN7KYvbKn,,,,,41.94500732,-87.79959869,anonymous,EN,Disagree,Somewhat disagree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,,,32,Male,Bachelor's Degree,"$160,000 - $200,000",Urban,Yes,Illinois,Chicago,No
9/17/20 19:36,9/17/20 19:39,IP Address,198.54.105.158,100,132,TRUE,9/17/20 19:39,R_27Q1W6dZ2U0w5xN,,,,,41.89720154,-87.61959839,anonymous,EN,Disagree,Agree,Disagree,Somewhat agree,Agree,Agree,Disagree,,Charging stations,28,Male,Bachelor's Degree,"$80,000 - 120,000",Urban,Yes,IL,Chicago,No
9/17/20 19:27,9/17/20 19:40,IP Address,73.13.19.110,100,806,TRUE,9/17/20 19:40,R_3rMWTVTpdWzPCFG,,,,,39.94859314,-75.23390198,anonymous,EN,Somewhat disagree,Agree,Agree,Somewhat agree,Agree,Strongly Disagree,Neither agree nor disagree,Primarily carbon footprint,,30,Male,Bachelor's Degree,"$120,000 - $160,000",Urban,Yes,PA,Philadelphia,No
9/17/20 19:41,9/17/20 19:44,IP Address,67.176.155.41,100,197,TRUE,9/17/20 19:44,R_3F1W6ZsQBHpc4nm,,,,,41.8500061,-87.71649933,anonymous,EN,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,Neither agree nor disagree,31,"The overall safety of the vehicles, road side assistance or basic knowledge of the vehicle to fix certain things. ",31,Male,Associate Degree,"Less than $40,000",Urban,Yes,Il,Chicago,No
9/17/20 19:43,9/17/20 19:45,IP Address,172.58.143.110,100,89,TRUE,9/17/20 19:45,R_OrLzWp59VnuGKSR,,,,,41.7696991,-87.69850159,anonymous,EN,Disagree,Disagree,Disagree,Disagree,Somewhat agree,Disagree,Neither agree nor disagree,Features,Practical Features,26,Male,Master's Degree,"$40,000 - 80,000",Urban,Yes,Illinois,Chicago,No
9/17/20 19:42,9/17/20 19:45,IP Address,73.74.205.165,100,180,TRUE,9/17/20 19:45,R_3QRdkHhOcx0jvdU,,,,,41.69839478,-88.08249664,anonymous,EN,Disagree,Agree,Somewhat agree,Agree,Somewhat agree,Strongly Disagree,Disagree,Not having to pay for gas. Better for the planet,Affordable pricing,29,Male,Some College,"Less than $40,000",Suburban,Yes,Illinois,Bolingbrook,No
9/17/20 19:44,9/17/20 19:47,IP Address,73.209.29.197,100,190,TRUE,9/17/20 19:47,R_24osfJOj32WIbDQ,,,,,41.97039795,-87.70359802,anonymous,EN,Somewhat agree,Strongly agree,Somewhat disagree,Agree,Somewhat agree,Strongly Disagree,Neither agree nor disagree,"Quieter, more cost-efficient, future-proof",Battery technology needs to improve (I think) for reduced emissions to offset increased carbon footprint during production,31,Male,Bachelor's Degree,"$200,000 - $300,000",Urban,Yes,Illinois,Chicago,No
9/17/20 19:49,9/17/20 19:59,IP Address,98.253.37.85,100,584,TRUE,9/17/20 19:59,R_OOkUxiwOV8AsVc5,,,,,42.07539368,-87.82219696,anonymous,EN,Disagree,Agree,Agree,Agree,Strongly agree,Somewhat agree,Agree,"Style and performance of some of the high end luxury EV’s is just outstanding. I don’t drive a lot of miles these days, so a 50-100 mile range is sufficient for the average day. Anything that can be done to offset carbon emissions in the long run has got my support, although we may have run out of time on the ‘long run’ already","Range and style on brands that aren’t considered luxury. For instance, the affordable options for Tesla are bare bone stock, and quickly become expensive. Then look at a Chevy volt, it’s just goddam ugly. Research needs to be performed on more fossil fuel alternatives.  the government needs to provide more incentive for automotive industry’s move in this direction",31,Male,Some College,"$160,000 - $200,000",Suburban,Yes,Illinois,Chicago,No
9/17/20 19:58,9/17/20 19:59,IP Address,174.51.113.192,100,96,TRUE,9/17/20 19:59,R_30qv7oFD0SEqJCS,,,,,39.54069519,-104.9708023,anonymous,EN,Strongly Disagree,Agree,Strongly agree,Agree,Somewhat disagree,Strongly Disagree,Somewhat disagree,"Acceleration, no oil changes, low maintenance.  ","Diversity of quality EV's that aren't Tesla.  also, charging stations",32,Male,Bachelor's Degree,"$160,000 - $200,000",Suburban,Yes,Colorado,Highlands Ranch,No
9/17/20 20:04,9/17/20 20:05,IP Address,174.221.6.142,100,96,TRUE,9/17/20 20:05,R_1PXH5U8aJK6RVbP,,,,,41.94599915,-87.70330048,anonymous,EN,Somewhat disagree,Disagree,Strongly Disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,,29,Male,Some College,,Rural,Yes,Illinois,Chicago,Yes
9/17/20 20:07,9/17/20 20:10,IP Address,71.239.45.77,100,213,TRUE,9/17/20 20:10,R_1PTpwigzUsmN2ST,,,,,41.97039795,-87.70359802,anonymous,EN,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,They’re so quiet pedestrians will never hear you coming.  ,A gas tank.  ,35,Male,Master's Degree,"$40,000 - 80,000",Urban,Yes,Il,Chicago,No
9/17/20 20:17,9/17/20 20:22,IP Address,24.183.91.124,100,242,TRUE,9/17/20 20:22,R_30wYo9OoIDeu7l1,,,,,43.06280518,-89.31710052,anonymous,EN,Strongly Disagree,Strongly agree,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Somewhat agree,It's a modern taste in terms of style and conciousness. ,It's not an option for many low-income renters. How can you charge your car at home when you park in an open lot with dozens of others?,31,Male,Bachelor's Degree,"$40,000 - 80,000",Suburban,Yes,Wisconsin,Monona/Madison,No
9/17/20 20:12,9/17/20 20:23,IP Address,24.57.182.67,100,626,TRUE,9/17/20 20:23,R_21hcV7DIxG58LAP,,,,,42.30279541,-83.03450012,anonymous,EN,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree nor disagree,Power and miles per charge ,Sometimes power and fancy interior options (Chevy Volt - EW),31,Female,Bachelor's Degree,"More than $300,000",Suburban,No,"Ontario, Canada",Windsor ,No
9/17/20 20:22,9/17/20 20:26,IP Address,198.54.108.230,100,276,TRUE,9/17/20 20:26,R_27USgwSHbQpSnSH,,,,,41.8710022,-87.62889862,anonymous,EN,Somewhat agree,Somewhat disagree,Disagree,Strongly agree,Disagree,Somewhat agree,Disagree,"Acceleration, no need to purchase gas.","Charging infrastructure, charge times.",30,Male,Doctorate Degree,,Urban,Yes,Illinois,Chicago,No
9/17/20 19:56,9/17/20 20:27,IP Address,67.173.184.153,100,1836,TRUE,9/17/20 20:27,R_1Fh2y3fjO4nxviV,,,,,41.94599915,-87.70330048,anonymous,EN,Strongly Disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Strongly Disagree,Neither agree nor disagree,Tesla,The accessibility of charging stations throughout the United States and the price range of the cars available. ,27,Female,Some College,"Less than $40,000",Urban,Yes,Illinois,Chicago,No
9/17/20 20:32,9/17/20 20:35,IP Address,108.212.96.49,100,183,TRUE,9/17/20 20:35,R_sik1dbGXTJm7vWx,,,,,41.79960632,-88.00659943,anonymous,EN,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,I hate getting gas.,Not necessarily that something is lacking but I live in an apartment complex with a surface parking lot and there are no charging stations. I don't know that I could have an electric car while living at this apartment. Or if I did it would be an inconvenience to charge. ,31,Female,Bachelor's Degree,"$160,000 - $200,000",Suburban,Yes,IL,Downers Grove,No
9/17/20 20:41,9/17/20 20:42,IP Address,172.58.140.123,100,111,TRUE,9/17/20 20:42,R_C8olbodexJCZzZ7,,,,,41.7696991,-87.69850159,anonymous,EN,Strongly Disagree,Somewhat agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Disagree,"Environmental safety, quality, backup reserve of gas. ","Affordability, accessible charging stations, ",27,Male,Associate Degree,"$80,000 - 120,000",Urban,Yes,Illinois,Chicago ,No
9/17/20 20:49,9/17/20 20:55,IP Address,73.246.28.143,100,358,TRUE,9/17/20 20:55,R_3LhZHRwubzp5Av6,,,,,41.92089844,-87.70429993,anonymous,EN,Neither agree nor disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Theyre the car of the future and they are quiet ,ability to work in the cold,27,Male,Bachelor's Degree,"$40,000 - 80,000",Urban,Yes,Illinois ,Chicago ,No
9/17/20 21:02,9/17/20 21:03,IP Address,24.1.145.17,100,92,TRUE,9/17/20 21:03,R_BX6QeLrr8Bx4iul,,,,,41.89720154,-87.61959839,anonymous,EN,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Strongly Disagree,Somewhat disagree,,Accessibility to a charger (if you live in the city/street parking) ,27,Female,Bachelor's Degree,"$80,000 - 120,000",Urban,Yes,IL,Chicago ,No
9/17/20 21:10,9/17/20 21:13,IP Address,99.203.75.95,100,144,TRUE,9/17/20 21:13,R_2CxrDlbZQg29lQN,,,,,33.95759583,-118.2669983,anonymous,EN,Somewhat disagree,Strongly Disagree,Strongly agree,Strongly agree,Agree,Agree,Neither agree nor disagree,"Reducing carbon footprint 
Lower gas costs 
","Price point.
Electric cars for SUVs and 4x4s
Charging stations and battery life need improvement ",34,Male,Bachelor's Degree,"$160,000 - $200,000",Urban,Yes,CA,Los Angeles,No
9/17/20 21:12,9/17/20 21:17,IP Address,73.50.70.181,100,259,TRUE,9/17/20 21:17,R_33fGa5YYabtFiuM,,,,,41.92089844,-87.70429993,anonymous,EN,Somewhat disagree,Agree,Somewhat agree,Agree,Strongly agree,Agree,Disagree,Carbon footprint and Brand (Tesla),Bang for your buck. Either you drop 20k and get an electric Honda ... or 60-80k and get a Tesla,39,Male,Bachelor's Degree,"$80,000 - 120,000",Urban,Yes,Il,Chicago,No
9/17/20 21:22,9/17/20 21:23,IP Address,99.203.78.78,100,89,TRUE,9/17/20 21:23,R_3kn0xWLUjNO8xih,,,,,41.89860535,-87.73799896,anonymous,EN,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,,,38,Male,Bachelor's Degree,"$120,000 - $160,000",Suburban,Yes,Illinois ,Riverside ,No
9/17/20 21:51,9/17/20 21:52,IP Address,73.51.254.162,100,84,TRUE,9/17/20 21:52,R_2PvaQiTRYS6nCVP,,,,,41.90249634,-87.67259979,anonymous,EN,Agree,Somewhat disagree,Agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,"Saving money on gas, good for the environment ","Bad for road trips, lack of charging stations",30,Female,Master's Degree,"$120,000 - $160,000",Urban,Yes,IL,Chicago,No
9/17/20 21:56,9/17/20 21:57,IP Address,24.12.215.168,100,91,TRUE,9/17/20 21:57,R_SC4DRQQZgQcNct3,,,,,42.03419495,-87.75679779,anonymous,EN,Disagree,Agree,Agree,Somewhat agree,Somewhat agree,Disagree,Neither agree nor disagree,,,31,Female,Bachelor's Degree,"$40,000 - 80,000",Suburban,Yes,Illinois ,Skokie,No
9/17/20 21:58,9/17/20 22:01,IP Address,98.32.179.178,100,170,TRUE,9/17/20 22:01,R_2tnaoUsQrN6tn2q,,,,,41.97410583,-87.86209869,anonymous,EN,Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,"Technology (adaptive cc, remote functions, integration) ",Infrastructure to quickly charge on long trips. ,32,Male,Associate Degree,"$80,000 - 120,000",Urban,Yes,Illinois,Chicago ,No
9/17/20 22:25,9/17/20 22:28,IP Address,104.33.214.11,100,161,TRUE,9/17/20 22:28,R_31LAT0GeOzZXPe4,,,,,34.15539551,-118.5957031,anonymous,EN,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Less of a carbon footprint and efficiency ,Storage space ,33,Male,Master's Degree,,Suburban,Yes,California ,Los Angeles ,No
9/17/20 22:29,9/17/20 22:32,IP Address,107.77.214.6,100,179,TRUE,9/17/20 22:32,R_3hliL58lmme8T6j,,,,,37.96479797,-121.7700043,anonymous,EN,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,"Lack of gas needs, and environmental concerns","Long distance range, somewhat the charging but less so now than ever",35,Male,Master's Degree,"$120,000 - $160,000",Urban,Yes,CA,San Francisco,No
9/17/20 23:16,9/17/20 23:18,IP Address,50.235.229.34,100,119,TRUE,9/17/20 23:18,R_2pVom7k1NUhTkOa,,,,,41.89570618,-87.9434967,anonymous,EN,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Strongly Disagree,Neither agree nor disagree,The torque ,Style,28,Male,Associate Degree,"$40,000 - 80,000",Suburban,Yes,IL,Chicago,No
9/17/20 23:16,9/17/20 23:21,IP Address,98.222.223.121,100,298,TRUE,9/17/20 23:21,R_3DgSugY9gqudpOV,,,,,42.31399536,-88.99700165,anonymous,EN,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,"carbon footprint reduction
promoting our future","lack of infrastructure and charging stations + extra household costs.
style",34,Female,Bachelor's Degree,"$40,000 - 80,000",Suburban,Yes,IL,rockford,No
9/17/20 23:50,9/17/20 23:52,IP Address,76.29.22.191,100,84,TRUE,9/17/20 23:52,R_3mz6V6WmzySbxTj,,,,,42.03070068,-87.81069946,anonymous,EN,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,,,32,Male,Associate Degree,"$80,000 - 120,000",Suburban,Yes,Illinois,Lincolnwood ,No
9/18/20 0:22,9/18/20 0:27,IP Address,122.2.110.106,100,340,TRUE,9/18/20 0:27,R_3flSuQLpa8pFg06,,,,,14.60189819,120.9895935,anonymous,EN,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Agree,Agree,Somewhat agree,lower cost of maintenance,variety of models,30,Female,Bachelor's Degree,"$160,000 - $200,000",Urban,Yes,Illinois,Chicago,No
9/18/20 1:51,9/18/20 1:55,IP Address,73.168.16.9,100,237,TRUE,9/18/20 1:55,R_32QGMl4dZXxIioI,,,,,42.04690552,-88.10510254,anonymous,EN,Somewhat disagree,Agree,Neither agree nor disagree,Disagree,Somewhat agree,Disagree,Disagree,,,28,Male,Some College,"$40,000 - 80,000",Suburban,Yes,Illinois ,Chicago ,No
9/18/20 3:49,9/18/20 3:52,IP Address,98.228.197.230,100,193,TRUE,9/18/20 3:52,R_s68WRPA7YlfoZ5T,,,,,42.03070068,-87.81069946,anonymous,EN,Strongly Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly Disagree,Somewhat agree,Not having to purchase gas every other week. ,I still feel the prices are out of my budget,32,Male,Bachelor's Degree,"Less than $40,000",Suburban,Yes,Illinois ,Morton grove ,No
9/18/20 5:47,9/18/20 5:50,IP Address,73.210.152.36,100,151,TRUE,9/18/20 5:50,R_1f9nQJqUIAwPBip,,,,,41.97549438,-88.08779907,anonymous,EN,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Getting 300 miles to the gallon with a a charge. ,The price is still a lot and it’s not widely available. Only a few models have electric cars,30,Female,Bachelor's Degree,"$160,000 - $200,000",Suburban,Yes,Il,Chicago ,No
9/18/20 6:26,9/18/20 6:28,IP Address,73.51.24.116,100,112,TRUE,9/18/20 6:28,R_1jHetniSQ21NfxR,,,,,41.90249634,-87.67259979,anonymous,EN,Somewhat agree,Somewhat agree,Disagree,Disagree,Strongly agree,Somewhat agree,Strongly agree,Less pollution,Need more variety in style,29,Female,Bachelor's Degree,"$40,000 - 80,000",Urban,Yes,Illinois ,Chicago,No
9/18/20 6:56,9/18/20 6:59,IP Address,45.22.123.107,100,194,TRUE,9/18/20 6:59,R_3dWgwxIYW0LWTrs,,,,,41.90319824,-87.63829803,anonymous,EN,Somewhat disagree,Somewhat agree,Strongly agree,Agree,Strongly agree,Strongly Disagree,Strongly agree,The distance the car can travel prior to refill and the aesthetics of the interior. Tesla is my number one for it's clean look and long lasting battery.,"I think the main thing lacking is the number of refill spots along interstates. The cars may be able to travel a long distance, but if there are no refill spots in between it can keep someone from traveling too far.",29,Male,Bachelor's Degree,"$120,000 - $160,000",Urban,Yes,IL,Chicago,No
9/18/20 7:16,9/18/20 7:18,IP Address,73.36.40.75,100,140,TRUE,9/18/20 7:18,R_xyphYKzFnT5RGbn,,,,,41.82090759,-87.85150146,anonymous,EN,Disagree,Neither agree nor disagree,Somewhat agree,Agree,Strongly agree,Strongly Disagree,Disagree,Better for the environment ,Not sure about the mileage. ,27,Female,Bachelor's Degree,"$40,000 - 80,000",Urban,Yes,Illinois,Chicago,No
9/18/20 7:37,9/18/20 7:40,IP Address,172.58.143.96,100,181,TRUE,9/18/20 7:40,R_4NKTFFzzJSgZ8WJ,,,,,41.7696991,-87.69850159,anonymous,EN,Somewhat disagree,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,The quickness,"Recharge convenience, time to recharge  ",29,Male,Associate Degree,"$120,000 - $160,000",Suburban,Yes,Illinois,Chicago,No
9/18/20 7:44,9/18/20 7:45,IP Address,108.83.52.67,100,103,TRUE,9/18/20 7:45,R_2njVo3T38ZGKL6N,,,,,41.97200012,-87.75959778,anonymous,EN,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly Disagree,Strongly Disagree,Saving $ on Gas,The style/model ,33,Male,Associate Degree,"$40,000 - 80,000",Suburban,Yes,IL ,Chicago ,No
9/18/20 7:56,9/18/20 7:57,IP Address,8.9.113.181,100,101,TRUE,9/18/20 7:57,R_2TYSDBTqgqXeTxn,,,,,41.90170288,-87.65630341,anonymous,EN,Somewhat disagree,Somewhat disagree,Agree,Agree,Disagree,Somewhat disagree,Neither agree nor disagree,Self-driving option,Cost,35,Male,Bachelor's Degree,"$160,000 - $200,000",Urban,Yes,Illinois,Chicago,No
9/18/20 8:15,9/18/20 8:17,IP Address,165.124.84.13,100,134,TRUE,9/18/20 8:17,R_3GjPxZ5uGXZ6o7U,,,,,41.94090271,-87.65319824,anonymous,EN,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,The environmental benefits,Possibly availability of charging stations?,27,Female,Bachelor's Degree,"$40,000 - 80,000",Urban,Yes,IL ,Chicago,No
9/18/20 8:16,9/18/20 8:18,IP Address,174.221.11.173,100,109,TRUE,9/18/20 8:18,R_2tAs7ocwEmW3uIO,,,,,41.94090271,-87.65319824,anonymous,EN,Agree,Somewhat agree,Disagree,Agree,Agree,Somewhat agree,Disagree,Reducing carbon footprint,,35,Female,Bachelor's Degree,"$120,000 - $160,000",Suburban,Yes,Illinois,Oak Park,No
9/18/20 8:40,9/18/20 8:42,IP Address,71.239.47.167,100,130,TRUE,9/18/20 8:42,R_pyogdWkCHcHAd5T,,,,,41.90249634,-87.67259979,anonymous,EN,Disagree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Strongly Disagree,Somewhat agree,The smaller carbon footprint and the savings on gas (even with a hybrid),"Lack of variety in general. I prefer small SUVs, and most electric cars or hybrids are still smaller vehicles that don’t really fit my needs ",27,Female,Some College,"Less than $40,000",Urban,Yes,Illinois,Chicago,No
